,user_pseudo_id,event_timestamp,event_name,user_type
0,84927,0.12902848434328346,screen_0,-1
1,84927,0.672930065779427,sleep_1,-1
2,84927,1.805034170392637,sleep_1,-1
3,84927,5.471766659707715,sleep_1,-1
4,84927,7.5418741356575385,sleep_1,-1
5,84927,8.867984968882798,screen_0,-1
6,84927,9.015886110026132,onboarding_login_Type1,-1
7,84927,9.850462898043617,onboarding_login_Type1,-1
8,84927,9.898676789242069,onboarding_login_Type1,-1
9,84927,10.056058888231961,onboarding_login_Type1,-1
10,84927,10.094638152916875,onboarding_login_Type1,-1
11,84927,11.435110120331663,screen_0,-1
12,84927,11.955147362917524,screen_0,-1
13,84927,12.195132853335137,sleep_1,-1
14,84927,12.393922085689933,onboarding__chooseLoginType,-1
15,84927,12.742954369203932,screen_0,-1
16,84927,12.746618971859007,onboarding_login_Type1_cancel,-1
17,84927,13.17127578584207,sleep_1,-1
18,84927,14.803633309494655,passed,-1
19,84927,15.231291143353214,passed,-1
20,84927,16.208681065166363,passed,-1
21,84927,17.32285581676251,sleep_1,-1
22,84927,17.691269293394807,onboarding__loginFailure,-1
23,84927,19.95609183779212,screen_0,-1
24,84927,20.08890952173439,onboarding__loginFailure,-1
25,84927,20.110282499147747,onboarding__loginFailure,-1
26,84927,23.19216667563287,lost,-1
0,317610,0.13429306215868167,screen_0,-1
1,317610,0.9559796341774016,sleep_1,-1
2,317610,0.970472806486405,sleep_1,-1
3,317610,1.6457714261322742,sleep_1,-1
4,317610,3.2825391674401825,sleep_1,-1
5,317610,4.258804929310372,screen_0,-1
6,317610,5.344958615817908,onboarding__chooseLoginType,-1
7,317610,5.473570931326818,onboarding__chooseLoginType,-1
8,317610,8.315851708627946,onboarding__chooseLoginType,-1
9,317610,8.662673740932377,onboarding__chooseLoginType,-1
10,317610,8.859325629458235,onboarding__chooseLoginType,-1
11,317610,9.174449581036784,screen_0,-1
12,317610,9.492304022258839,screen_0,-1
13,317610,13.013047091038425,screen_0,-1
14,317610,14.145447873990037,passed,-1
15,317610,15.254224569083544,sleep_1,-1
16,317610,15.857371406155828,onboarding_login_Type1,-1
17,317610,16.436366391011667,sleep_1,-1
18,317610,17.14633404695036,onboarding_login_Type1,-1
19,317610,17.22527065003783,onboarding_login_Type1,-1
20,317610,17.450535436851236,onboarding_login_Type1,-1
21,317610,18.38604923752682,sleep_1,-1
22,317610,18.946261540707116,passed,-1
23,317610,19.107591283740994,sleep_1,-1
24,317610,19.506144799631794,passed,-1
25,317610,19.68841508767456,passed,-1
26,317610,21.399275625921614,lost,-1
0,815018,1.2424361321027908,screen_0,-1
1,815018,2.0156715013808806,sleep_1,-1
2,815018,2.767799761665777,sleep_1,-1
3,815018,6.732916584717271,screen_0,-1
4,815018,7.205164651907441,screen_0,-1
5,815018,7.213387071777304,sleep_1,-1
6,815018,7.853205446966246,passed,-1
7,815018,8.97724970900961,passed,-1
8,815018,9.453057959854517,passed,-1
9,815018,10.893381726723526,passed,-1
10,815018,11.784177987851638,onboarding__chooseLoginType,-1
11,815018,12.105511878130008,sleep_1,-1
12,815018,12.121289187773337,sleep_1,-1
13,815018,13.081142578476406,sleep_1,-1
14,815018,15.472769265299121,onboarding__chooseLoginType,-1
15,815018,16.122869471585446,screen_0,-1
16,815018,16.27371240624379,screen_0,-1
17,815018,17.232750426403616,sleep_1,-1
18,815018,17.313102282422314,onboarding__chooseLoginType,-1
19,815018,17.455751234511016,onboarding__chooseLoginType,-1
20,815018,17.650631462751907,onboarding__chooseLoginType,-1
21,815018,18.094793713746665,sleep_1,-1
22,815018,18.536926105966344,onboarding_login_Type1,-1
23,815018,19.95398278002811,sleep_1,-1
24,815018,21.502419014891593,passed,-1
25,815018,21.599734100346225,passed,-1
26,815018,21.945556124041868,passed,-1
27,815018,22.160723524940682,sleep_1,-1
28,815018,23.15426226511755,passed,-1
29,815018,23.222519597886205,screen_0,-1
30,815018,23.630361873471376,passed,-1
31,815018,23.657716034046675,sleep_1,-1
32,815018,24.308842788495802,lost,-1
0,999308,1.221577983677344,screen_0,-1
1,999308,1.2824051243385264,sleep_1,-1
2,999308,2.46147282626844,sleep_1,-1
3,999308,2.9232721324283553,sleep_1,-1
4,999308,3.4118698656267243,sleep_1,-1
5,999308,3.4123357435244923,screen_0,-1
6,999308,4.217411333102918,onboarding_login_Type1,-1
7,999308,4.659683316930414,onboarding_login_Type1,-1
8,999308,4.909646479499579,onboarding_login_Type1,-1
9,999308,7.2526859621665185,onboarding_login_Type1,-1
10,999308,7.331047235736975,lost,-1
0,4478,0.22474581713355782,screen_0,-1
1,4478,2.05211100052758,sleep_1,-1
2,4478,5.056730641048228,sleep_1,-1
3,4478,5.475499868118812,sleep_1,-1
4,4478,5.86425847424507,sleep_1,-1
5,4478,5.90580069005953,screen_0,-1
6,4478,6.295711497502455,onboarding_login_Type1,-1
7,4478,7.586103197342764,onboarding_login_Type1,-1
8,4478,8.024186525303206,onboarding_login_Type1,-1
9,4478,9.239160267002626,onboarding_login_Type1,-1
10,4478,9.93791289145174,onboarding__loginFailure,-1
11,4478,10.370235178858458,sleep_1,-1
12,4478,10.463229262739373,sleep_1,-1
13,4478,10.625914277102197,sleep_1,-1
14,4478,12.16796812390622,onboarding_login_Type1,-1
15,4478,12.741853254463933,sleep_1,-1
16,4478,12.746237184164022,passed,-1
17,4478,13.114060562350224,sleep_1,-1
18,4478,13.582888942266308,onboarding__loginFailure,-1
19,4478,14.322624009107283,onboarding__loginFailure,-1
20,4478,15.808155608214685,onboarding__loginFailure,-1
21,4478,16.924692247509554,sleep_1,-1
22,4478,17.47660731131263,onboarding_login_Type1,-1
23,4478,18.6933360172506,screen_0,-1
24,4478,19.359576135270167,onboarding_login_Type1_cancel,-1
25,4478,21.396564774174294,onboarding_login_Type1_cancel,-1
26,4478,21.846891400684726,lost,-1
0,555517,0.3508425956138469,screen_0,-1
1,555517,0.6651333276304505,sleep_2,-1
2,555517,1.2585944795465038,sleep_2,-1
3,555517,3.631844873661003,screen_0,-1
4,555517,3.810390384174784,screen_0,-1
5,555517,4.066929432488235,screen_0,-1
6,555517,4.405813391941667,passed,-1
7,555517,5.209570485643878,passed,-1
8,555517,6.024691972872291,passed,-1
9,555517,6.806908685570674,passed,-1
10,555517,8.4967716648536,onboarding__chooseLoginType,-1
11,555517,8.95856737636353,screen_0,-1
12,555517,9.582432370112324,screen_0,-1
13,555517,11.358569723211236,screen_0,-1
14,555517,11.438080837003113,onboarding__chooseLoginType,-1
15,555517,12.186003176297199,sleep_1,-1
16,555517,13.858302641407358,onboarding_login_Type1_cancel,-1
17,555517,14.655576942685906,sleep_1,-1
18,555517,14.726536298058766,lost,-1
0,338562,0.15607396819612776,screen_0,-1
1,338562,0.22082618744648472,sleep_1,-1
2,338562,0.42014314375502504,sleep_1,-1
3,338562,0.784768430581195,screen_0,-1
4,338562,1.1113334152044976,screen_0,-1
5,338562,3.5978689345007093,screen_0,-1
6,338562,4.5404160670668805,onboarding__chooseLoginType,-1
7,338562,4.799439608249096,onboarding__chooseLoginType,-1
8,338562,5.722044943488148,onboarding__chooseLoginType,-1
9,338562,6.155015883149451,onboarding__chooseLoginType,-1
10,338562,6.466177751275751,onboarding__loginFailure,-1
11,338562,6.834196424809952,sleep_1,-1
12,338562,7.779208329011789,sleep_1,-1
13,338562,8.965182950008215,sleep_1,-1
14,338562,9.165135301165556,onboarding__chooseLoginType,-1
15,338562,9.819995456096542,sleep_1,-1
16,338562,10.76651991321807,screen_0,-1
17,338562,11.385441544650288,sleep_1,-1
18,338562,13.100133923247359,onboarding__loginFailure,-1
19,338562,13.14009215848145,onboarding__loginFailure,-1
20,338562,14.207011624042181,onboarding__loginFailure,-1
21,338562,15.131906239861728,sleep_1,-1
22,338562,15.683288374755632,passed,-1
23,338562,17.0077457181937,sleep_1,-1
24,338562,17.051207188534622,lost,-1
0,594850,1.322210575943866,screen_0,-1
1,594850,2.4963738693930653,sleep_1,-1
2,594850,3.829004917433327,sleep_1,-1
3,594850,4.451252974756176,screen_0,-1
4,594850,5.228950564923045,screen_0,-1
5,594850,5.625315105047215,screen_0,-1
6,594850,5.658471070488383,onboarding_login_Type1,-1
7,594850,6.51951835022496,onboarding_login_Type1,-1
8,594850,7.542729523274465,onboarding_login_Type1,-1
9,594850,7.559848064068066,onboarding_login_Type1,-1
10,594850,7.597798553042717,onboarding_login_Type1,-1
11,594850,7.734105715229177,sleep_1,-1
12,594850,9.720669787015646,sleep_1,-1
13,594850,9.818433630788881,sleep_1,-1
14,594850,10.68217734284763,onboarding__chooseLoginType,-1
15,594850,11.764808352490267,sleep_1,-1
16,594850,12.950109084514677,onboarding_login_Type1_cancel,-1
17,594850,13.030947243866683,sleep_1,-1
18,594850,17.575404765422967,passed,-1
19,594850,19.857995850710914,passed,-1
20,594850,20.633592243328458,passed,-1
21,594850,21.81430460090319,sleep_1,-1
22,594850,21.947511155357446,onboarding_login_Type1_cancel,-1
23,594850,22.262595718539703,sleep_1,-1
24,594850,23.949893056856,lost,-1
0,827262,0.09498737014425257,screen_0,-1
1,827262,0.22789518965761127,sleep_1,-1
2,827262,1.7055716191853258,sleep_1,-1
3,827262,1.8918611089641095,sleep_1,-1
4,827262,2.110438266733104,sleep_1,-1
5,827262,2.733576048534432,screen_0,-1
6,827262,5.414153684685925,onboarding_login_Type1,-1
7,827262,5.813600935161304,onboarding_login_Type1,-1
8,827262,6.92814623920945,onboarding_login_Type1,-1
9,827262,8.769072884852847,onboarding_login_Type1,-1
10,827262,9.400911345458416,onboarding_login_Type1,-1
11,827262,10.384608147136987,sleep_1,-1
12,827262,10.452720867686299,sleep_1,-1
13,827262,10.550921974466789,screen_0,-1
14,827262,11.31196872978755,onboarding__chooseLoginType,-1
15,827262,11.644981462626806,screen_0,-1
16,827262,12.091628268064854,screen_0,-1
17,827262,12.545766166154362,sleep_1,-1
18,827262,12.655436672636608,onboarding__chooseLoginType,-1
19,827262,12.763647188703453,onboarding__chooseLoginType,-1
20,827262,14.515406129285921,onboarding__chooseLoginType,-1
21,827262,16.30987526927559,sleep_1,-1
22,827262,17.047676871680327,passed,-1
23,827262,17.144921245994933,sleep_1,-1
24,827262,19.03378540219445,passed,-1
25,827262,19.279064151033964,passed,-1
26,827262,19.530186604863886,passed,-1
27,827262,19.638694365847158,sleep_1,-1
28,827262,19.905204514427645,lost,-1
0,416294,0.19537214652976578,screen_0,-1
1,416294,0.27541809337492407,sleep_1,-1
2,416294,1.4522806804899324,sleep_1,-1
3,416294,2.0324238353816773,screen_0,-1
4,416294,2.4993254371755365,screen_0,-1
5,416294,3.044280789403227,screen_0,-1
6,416294,5.735395180676939,onboarding_login_Type1,-1
7,416294,6.523396180497346,onboarding_login_Type1,-1
8,416294,6.877295727170078,onboarding_login_Type1,-1
9,416294,7.079505333503609,onboarding_login_Type1,-1
10,416294,7.261397708595068,onboarding__chooseLoginType,-1
11,416294,7.553438071566802,screen_0,-1
12,416294,7.582987704609518,screen_0,-1
13,416294,7.672176863788221,screen_0,-1
14,416294,8.037221710097166,lost,-1
0,932000,0.3989126643462572,screen_0,-1
1,932000,1.7647948551368966,sleep_1,-1
2,932000,1.9587912940975571,sleep_1,-1
3,932000,2.16591099639151,screen_0,-1
4,932000,2.862414541991443,screen_0,-1
5,932000,3.252356893592947,screen_0,-1
6,932000,3.561375616186761,onboarding__chooseLoginType,-1
7,932000,3.7129695332514743,onboarding__chooseLoginType,-1
8,932000,3.9238082967781613,onboarding__chooseLoginType,-1
9,932000,6.500181006727983,onboarding__chooseLoginType,-1
10,932000,7.156606866112449,onboarding__chooseLoginType,-1
11,932000,7.4458579582340345,sleep_1,-1
12,932000,7.981949120290691,sleep_1,-1
13,932000,8.220193029285483,sleep_1,-1
14,932000,9.187971326962781,onboarding__loginFailure,-1
15,932000,9.716290322633206,sleep_1,-1
16,932000,10.587756468337263,onboarding_login_Type1,-1
17,932000,10.793711049279903,screen_0,-1
18,932000,11.862084775405567,lost,-1
0,149877,0.0765803874228424,screen_0,-1
1,149877,0.29052375366072536,sleep_1,-1
2,149877,1.9187176519517553,sleep_1,-1
3,149877,1.9232216644287032,screen_0,-1
4,149877,4.280716398246294,screen_0,-1
5,149877,4.343029429779309,sleep_1,-1
6,149877,4.967758771102816,onboarding_login_Type1,-1
7,149877,6.0558088815051345,onboarding_login_Type1,-1
8,149877,6.975124624953171,onboarding_login_Type1,-1
9,149877,7.069191144390844,onboarding_login_Type1,-1
10,149877,8.55052333026092,onboarding_login_Type1,-1
11,149877,9.733280667720038,screen_0,-1
12,149877,9.8977116228522,screen_0,-1
13,149877,10.357878267545543,sleep_1,-1
14,149877,10.801969744507483,lost,-1
0,976155,1.7355078256769765,screen_0,-1
1,976155,1.828563581753988,sleep_1,-1
2,976155,3.9398781723017904,sleep_1,-1
3,976155,4.654913505614735,screen_0,-1
4,976155,5.032688637433201,screen_0,-1
5,976155,5.0696470314735915,screen_0,-1
